timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2024-03-27T10:08:16,codecarbon,582bdaef-562c-44d0-8883-766ad66b8951,47.84106135368347,1.7677346715407344e-05,3.695015581849397e-07,14.0,0.0,5.739518165588379,0.0001860454157988,0,7.626867702514707e-05,0.0002623140928239,France,FRA,nouvelle-aquitaine,,,Linux-5.15.0-97-generic-x86_64-with-glibc2.29,3.8.10,2.3.4,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,-0.3558,43.3191,15.305381774902344,machine,N,1.0
2024-03-27T10:11:29,codecarbon,ca36f3c5-791d-4c81-9a35-3f79e25d5230,18.66359782218933,6.896255547624617e-06,3.695030086549332e-07,14.0,0.0,5.739518165588379,7.257961140738593e-05,0,2.9753903173777684e-05,0.00010233351458116362,France,FRA,nouvelle-aquitaine,,,Linux-5.15.0-97-generic-x86_64-with-glibc2.29,3.8.10,2.3.4,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,,,-0.3558,43.3191,15.305381774902344,machine,N,1.0
